cv_accuracy_mean,cv_accuracy_std,cv_f1_macro_mean,cv_f1_macro_std,cv_mae_mean,cv_pearson_mean,cv_r2_mean,cv_r2_std,cv_rmse_mean,model,n_species_train,n_test,n_train,target,task_type,test_accuracy,test_f1_macro,test_mae,test_pearson,test_r2,test_rmse
0.898961038961039,0.031461960368746274,0.7871988710357033,0.09615080191871668,,,,,,random_forest,148,72,277,habitat_type,classification,0.8472222222222222,0.7794272004798319,,,,
0.8884415584415584,0.04943328692932396,0.796290384344456,0.12211880985694588,,,,,,logistic_regression,148,72,277,habitat_type,classification,0.7777777777777778,0.7369007803790413,,,,
0.8449350649350649,0.023237863786822906,0.5446529091373019,0.0709694345359959,,,,,,svc,148,72,277,habitat_type,classification,0.6666666666666666,0.3596059113300492,,,,
,,,,6.016986183464697,0.48822012314623053,0.18208271782890312,0.2806951949329982,7.279758909906436,random_forest,148,72,277,sst_mean_c,regression,,,6.609051396878783,0.6679374935510565,0.3748809690478413,8.084924407685092
,,,,10.13513628947572,0.21678803739869684,-1.8571625392256088,1.1345619644029559,13.637087295313231,ridge,148,72,277,sst_mean_c,regression,,,8.199002846268554,0.5806337159132655,-0.15581240144146435,10.993558160802252
,,,,6.975702383913284,0.24852249711679156,-0.1246495168827825,0.2247101282509939,8.677127676602826,svr,148,72,277,sst_mean_c,regression,,,9.181858030934372,0.4710695890252921,-0.0100337843630105,10.27691001138922
,,,,3.823574844569227,-0.07493265868212434,-0.5141359814093376,0.5557937066581613,5.996877278278511,random_forest,148,72,277,salinity_mean_psu,regression,,,7.03636134752858,-0.12000143940583868,-0.2740026222694143,12.228423364531084
,,,,7.668872395380575,-0.14287226695494953,-4.937699205857269,3.832403136172152,10.828099756283972,ridge,148,72,277,salinity_mean_psu,regression,,,10.909012036529349,-0.10292118729457578,-1.2603562519111433,16.288224696356924
,,,,2.8740114932177567,0.013290894241365578,-0.12540457871824856,0.09727893407896214,5.453141899571075,svr,148,72,277,salinity_mean_psu,regression,,,6.594004473705971,0.39349353738610715,-0.2603449161278426,12.162700487996384
,,,,0.029178478708607198,0.0713721440554624,-0.15439593016179348,0.132410066603913,0.04246013659143452,random_forest,147,72,273,ph_mean,regression,,,0.027436634739321293,0.2808102574684437,0.07309601120284281,0.04215032486500422
,,,,0.04554626598312659,0.0548330784195077,-1.8458256901664978,0.9471680492655242,0.06512176242304515,ridge,147,72,273,ph_mean,regression,,,0.040781669049668595,0.07786810008873019,-0.8196368044271956,0.059057615347604155
,,,,0.043293232547188844,-0.1377999631646894,-1.394804977019516,1.0307494713584944,0.05843208138600896,svr,147,72,273,ph_mean,regression,,,0.039148675043145204,-0.04063409773286887,-0.3802776297807615,0.051435951171849535
,,,,1285.4259493529858,0.08636693674638427,-0.3846675108590413,0.3342529256185255,1630.6467977767538,random_forest,148,72,277,depth_mean_m,regression,,,1074.048479822312,0.1201449299979234,-0.09707365235796206,1373.6936876755472
,,,,1832.0962676182062,0.08827630787594584,-2.26175212632566,1.5694756268966117,2429.8891544947946,ridge,148,72,277,depth_mean_m,regression,,,1198.1275512890372,0.11641004612695793,-0.6132732881497243,1665.8119819999092
,,,,901.3305809110127,0.02905119253966828,-0.39671634695475694,0.30318062792834705,1681.687599244083,svr,148,72,277,depth_mean_m,regression,,,746.3868759372813,0.12687532652685382,-0.29845088562250877,1494.4616453276715
,,,,0.8015554662328569,0.4185422556502645,0.1034611633073493,0.2797497483580614,0.972765021531717,random_forest,147,72,273,do_mean_mlL,regression,,,0.9861940405920718,0.51633440717951,0.10337444347092706,1.281754129172973
,,,,1.1196757963319848,0.1665906643205585,-1.2020741781444757,0.9539049130771247,1.489247489264035,ridge,147,72,273,do_mean_mlL,regression,,,1.150707563209896,0.44421883241858,-0.3783784220067814,1.589217729241807
,,,,0.8477925570496243,0.3284781441070711,-0.03807379325264513,0.2096496614240747,1.062151298279283,svr,147,72,273,do_mean_mlL,regression,,,1.153360455689452,0.4449384369781587,-0.057453202726204466,1.3919695883427865
