feature,importance
esm2_1568,0.05733930071591951
esm2_652,0.05268423686708016
esm2_2223,0.03930721588488983
esm2_2203,0.03750863810001263
esm2_412,0.02472451170221909
esm2_946,0.023599337745331503
esm2_1714,0.01631940669632145
esm2_1706,0.014125161837720447
esm2_902,0.011579618691093254
esm2_577,0.00891654879361278
esm2_406,0.008235477369889273
esm2_326,0.007604437120846652
esm2_1282,0.007417029460640315
esm2_1296,0.0068589017814541095
esm2_133,0.006725415854927139
esm2_1572,0.005866993063521671
mb_metal_protein_offset,0.005449551628543451
esm2_618,0.004784768216869111
esm2_1143,0.004582684360460232
esm2_468,0.004322251553843074
esm2_1617,0.004192199410795546
esm2_376,0.004133933585725738
esm2_742,0.003929615750376881
esm2_558,0.0038906384525791626
esm2_1283,0.0038791753053051877
esm2_1386,0.0036162823572109064
esm2_1891,0.0034591460009072844
esm2_518,0.003394880358994743
esm2_2007,0.00326043512159911
esm2_907,0.0030931887058472957
esm2_58,0.0030558174851163483
esm2_1564,0.0030223492942541984
esm2_2392,0.0029216323129984284
esm2_1169,0.0029035600309562804
esm2_1511,0.0028146465907813905
esm2_589,0.002810076736375859
mb_mean_zn_s_dist,0.0027822307495399892
esm2_1785,0.0027176172592927707
mb_rg_protein,0.002684241705121728
esm2_2279,0.0026480809937658987
esm2_1184,0.002607020918592388
esm2_560,0.0025159856948781447
esm2_1185,0.0024278476887438704
esm2_217,0.0023935620301479793
esm2_1964,0.002388879161500476
esm2_1722,0.002321049797499582
esm2_42,0.002319670631442572
esm2_2317,0.0022864421042894235
esm2_2293,0.0022348974089509066
esm2_1374,0.002125199426608803
esm2_2314,0.0021195911931891315
esm2_117,0.002060101878592687
esm2_1505,0.002048421766041929
esm2_1582,0.002039539864055646
esm2_146,0.0020309778367752548
esm2_523,0.001973415690047299
esm2_1228,0.001968433476418745
esm2_2248,0.00191548181720564
esm2_941,0.0018513331266076709
esm2_31,0.0018345680450352877
esm2_2278,0.0018037094892311423
esm2_1170,0.001781537759086866
esm2_1123,0.001773513604284891
esm2_884,0.0017611255791205927
esm2_1825,0.001730425322939004
esm2_739,0.0016949207612190753
esm2_336,0.0016922185102561827
esm2_1171,0.0016860459152298391
esm2_1973,0.0016294683101442998
esm2_1111,0.001554028414329092
esm2_816,0.0015482502404522318
esm2_444,0.0015353108198354064
esm2_1114,0.001525554463072156
esm2_150,0.0014829313352116562
esm2_1648,0.0014746022400294267
esm2_2383,0.0014589672979344148
esm2_1606,0.0014444768163027295
esm2_2502,0.0014443791801612977
esm2_587,0.0014369177167525768
esm2_246,0.001420086860130576
esm2_2008,0.0014118096065580622
esm2_1191,0.0014070930379964344
esm2_1179,0.0013987582208908566
esm2_1376,0.001398258531587475
esm2_2476,0.0013809619567373467
esm2_2004,0.0013655985338944028
esm2_861,0.0013654760871403826
esm2_311,0.0013584017683109229
esm2_2373,0.0013532846048019357
esm2_1777,0.0013308650830413907
esm2_1984,0.0013220036143695233
esm2_524,0.001312795678969403
esm2_82,0.0013100551724372028
esm2_1610,0.001306394538845708
esm2_1727,0.0012955883682784519
esm2_213,0.0012858254067070179
esm2_338,0.001276719217629394
mb_mean_zn_zn_dist,0.001275274840999429
esm2_875,0.0012386372337230315
esm2_2290,0.0012310214815612701
esm2_841,0.0012220895227102158
esm2_777,0.0012189785249586687
esm2_1842,0.0012131858105651086
esm2_1378,0.0012114162877285503
esm2_1189,0.00120484296672651
esm2_60,0.0012020085415855074
esm2_348,0.0011971326712084676
esm2_2229,0.001194266613309826
esm2_2234,0.0011906050989500042
esm2_1651,0.0011899729041188471
esm2_1246,0.0011860889398488715
esm2_2081,0.0011811927258324798
esm2_1993,0.0011748687665858128
esm2_447,0.0011654881799768038
esm2_1238,0.001164557872878778
esm2_2397,0.0011533202022447305
esm2_678,0.0011493668793398013
esm2_414,0.001142095311781163
esm2_731,0.0011409018909844235
esm2_1412,0.0011402572070953328
mb_std_zn_s_dist,0.0011366002173698044
esm2_1747,0.0011301660993130837
esm2_885,0.0011269965961131305
esm2_775,0.0011202589234011672
esm2_2382,0.0011100060947240682
esm2_2532,0.0011051597414200782
esm2_2370,0.0011043193877123651
esm2_1879,0.0010974104996824257
esm2_991,0.0010943117886011565
esm2_2090,0.0010901994332127858
esm2_1163,0.0010881306702364552
esm2_2186,0.0010876222621649776
esm2_1091,0.0010840149635629292
esm2_2247,0.0010769329010593659
esm2_1369,0.0010751874219191466
esm2_1914,0.0010731656925752865
mb_rg_zn_cluster,0.0010668659418866283
esm2_1099,0.001062686981447233
esm2_1532,0.0010590967168929882
esm2_1043,0.001021123285992587
esm2_1968,0.0010166656543885476
esm2_1269,0.0010163879318404482
esm2_1837,0.0010141970549387086
esm2_2448,0.0010123854778301023
esm2_2217,0.0009991939783825531
esm2_1497,0.0009983722426412055
esm2_1006,0.0009974349968977661
esm2_239,0.0009940034866987065
esm2_1716,0.0009754830860834708
esm2_25,0.0009646362884439897
esm2_2320,0.0009558145028261118
esm2_270,0.0009541804530678196
esm2_313,0.0009537979803402306
esm2_2331,0.0009511818234827235
esm2_898,0.0009509718791893308
esm2_1849,0.0009484894571873438
esm2_79,0.0009446239205190785
esm2_2457,0.0009426467055065496
esm2_1705,0.0009308649915119425
esm2_231,0.0009274782765497519
esm2_2445,0.0009238304131037856
esm2_2319,0.0009083174856012989
mb_min_zn_zn_dist,0.000907155378737175
esm2_1260,0.000905811563665581
esm2_1958,0.0009033467061349428
esm2_399,0.0008885016550316087
esm2_1450,0.000887816742852179
esm2_1078,0.0008846418866464847
esm2_2233,0.0008797010223202164
esm2_2337,0.0008719358585471338
esm2_350,0.0008711198713022917
esm2_415,0.0008702928246016558
esm2_1518,0.0008626660394194624
esm2_539,0.0008621230670717415
esm2_193,0.0008617797472302276
esm2_27,0.0008609133825735809
esm2_534,0.0008577725066682662
esm2_2284,0.0008552538507858508
esm2_23,0.0008489872521302299
esm2_2034,0.0008386877698832007
esm2_2406,0.0008337730119209082
esm2_1634,0.0008333836497177276
esm2_1480,0.0008243197462057618
esm2_265,0.0008235189573726384
esm2_2249,0.0008194839385710555
esm2_2346,0.0008089161756423366
esm2_1332,0.0008025053756385609
esm2_154,0.0008005878688986194
esm2_2505,0.0007993924859453935
esm2_2109,0.000798578511179738
esm2_1629,0.0007968816513052231
esm2_2100,0.0007934044773282186
esm2_547,0.0007930750294331228
esm2_758,0.000790183353247192
esm2_1786,0.0007896974066452268
esm2_1692,0.000788256199295685
esm2_132,0.0007870449265189216
esm2_1362,0.000786503310065933
esm2_81,0.0007829525027348433
esm2_1951,0.000779458691276475
mb_n_cys_coordinating,0.0007758876582382169
esm2_1011,0.0007727894424690155
esm2_2155,0.0007705443602947663
esm2_93,0.000767008788167223
esm2_1158,0.0007665371190830531
esm2_2013,0.0007653525876963922
esm2_2386,0.0007641141196216583
esm2_1792,0.0007613397964744556
esm2_2149,0.0007595909366821269
esm2_1922,0.0007579602595139734
esm2_263,0.000756044973655526
esm2_1676,0.0007548579525944672
esm2_2501,0.0007523961807262824
esm2_917,0.0007459333559387646
esm2_442,0.0007417465399051199
esm2_1620,0.0007416903466660663
esm2_1565,0.0007367685359855615
esm2_1342,0.0007358077647549394
esm2_369,0.0007310294993438915
esm2_2416,0.0007264932716250281
esm2_1266,0.00072540526721248
esm2_1302,0.0007230679990173136
esm2_1104,0.0007218639571378836
esm2_1396,0.0007210829537543335
esm2_1668,0.0007180681645299154
esm2_1711,0.0007162566881588713
esm2_2131,0.0007145891389091261
esm2_1382,0.000714429236116302
esm2_1119,0.0007125266371953435
esm2_1920,0.0007117490396367004
esm2_120,0.000711495044653982
esm2_145,0.0007112289147750491
esm2_2148,0.0007077728445358247
esm2_989,0.0006996504326547284
esm2_2349,0.0006989693631709777
esm2_2369,0.0006986212740588322
esm2_1527,0.0006972821398732485
esm2_999,0.0006958626196465387
esm2_1079,0.0006954646005692815
esm2_405,0.0006939354183338665
esm2_2372,0.000692481653439381
esm2_1840,0.000689766763008718
esm2_382,0.0006843715531656512
esm2_388,0.0006821655218957751
esm2_278,0.0006809184736973195
esm2_189,0.0006780855525236342
esm2_1383,0.0006776409745942036
esm2_1479,0.0006762641636180571
esm2_1646,0.0006719310711756739
esm2_1070,0.0006710011051632509
esm2_1806,0.0006699716589767201
esm2_964,0.00066395690968721
esm2_766,0.0006634052582514527
esm2_1636,0.0006617288678946192
esm2_1675,0.0006611392953532157
esm2_2541,0.0006608411782755316
esm2_1682,0.0006535651617744054
esm2_1494,0.0006508927716076343
esm2_262,0.0006508051623575304
esm2_2271,0.0006494777005111215
esm2_2465,0.0006492183082053181
esm2_702,0.0006483126000976486
esm2_1466,0.0006471047135972775
esm2_73,0.0006470384943336637
esm2_452,0.0006430495061926641
esm2_945,0.0006430265111395408
esm2_2379,0.0006429169557648239
esm2_2056,0.0006422798388822003
esm2_880,0.0006416085595320248
esm2_1133,0.0006383560222502023
esm2_1404,0.000637460707663555
esm2_1146,0.0006348461488936876
esm2_1490,0.0006335346707943026
mb_coord_per_zn,0.0006325333243136724
esm2_2415,0.000626478110913706
esm2_370,0.0006233384505361166
esm2_726,0.0006215826901983454
esm2_1463,0.0006207216679050756
esm2_2529,0.0006198829330241536
esm2_745,0.0006135519340351689
esm2_798,0.0006135338950556974
esm2_506,0.0006118021604415503
esm2_873,0.0006048607842227167
esm2_1603,0.0006042030049041091
esm2_541,0.00060411981609324
esm2_779,0.0006035040071348363
esm2_1863,0.0006003431785992899
esm2_2451,0.0005985735158992759
esm2_1618,0.0005946332453828079
esm2_812,0.0005945652467607664
esm2_1449,0.0005943443125723592
esm2_648,0.0005930252908126964
esm2_764,0.0005928600502719032
esm2_192,0.000591096246524457
esm2_2479,0.0005909500815434267
esm2_2384,0.0005900656701171263
esm2_1221,0.0005874193437037525
esm2_2261,0.0005868117277387723
esm2_736,0.0005791636085322781
esm2_494,0.0005786552916780368
esm2_723,0.0005774373779245248
esm2_746,0.0005714436546678612
esm2_575,0.0005705521707818221
esm2_1571,0.0005700271638680422
esm2_1248,0.0005698364721082387
esm2_1632,0.0005668534046684863
esm2_128,0.000564591834444572
esm2_2039,0.0005638210396991795
esm2_585,0.0005627342673776338
esm2_458,0.0005594394076564417
esm2_1664,0.0005586860056547846
esm2_1285,0.0005565636604184458
esm2_1042,0.00055651855705401
esm2_626,0.000555410788607669
esm2_559,0.0005542901456348883
esm2_2326,0.0005526719339709857
esm2_2438,0.0005522918497052752
esm2_159,0.00054673012346381
esm2_1600,0.0005451928438823215
esm2_698,0.0005445734460392531
esm2_2519,0.0005441298107277442
esm2_1198,0.0005437104176745725
esm2_2,0.0005425242738481985
esm2_2193,0.0005416304750915895
esm2_474,0.0005398254834177391
esm2_2070,0.0005395718829958145
esm2_1698,0.0005323040677807142
esm2_1892,0.0005316572411328325
esm2_1793,0.0005306973024622145
esm2_1462,0.0005295566514067847
esm2_2321,0.000528073819609829
esm2_464,0.0005270164172542859
esm2_1172,0.0005266655025058984
esm2_2137,0.0005255583932190561
esm2_1801,0.0005246512600520086
esm2_1468,0.0005219572031514952
esm2_1645,0.0005181528575010478
esm2_2500,0.000516329670686417
esm2_688,0.0005113991911829842
esm2_1926,0.0005085434505483149
esm2_1970,0.0005073470958116675
esm2_1275,0.0005069004990395132
esm2_97,0.0005006332155340267
esm2_1928,0.000498150820327603
esm2_572,0.0004974193103432299
esm2_1138,0.0004960886653170044
esm2_670,0.0004950646192129013
esm2_289,0.0004948793416685386
esm2_2068,0.0004948195195736968
esm2_9,0.0004942704051660813
esm2_994,0.000493985790464769
esm2_280,0.0004938901783973889
esm2_1085,0.000492385411945749
esm2_375,0.0004917135644584823
esm2_487,0.0004915386327992719
esm2_2095,0.0004898190703231383
esm2_130,0.0004883734414928618
esm2_398,0.0004879616362906663
esm2_1737,0.000487857619532505
esm2_785,0.00048779031954947807
esm2_1558,0.00048672882459800876
esm2_1959,0.0004831865597328511
esm2_525,0.0004828044960056313
esm2_1062,0.00048237739545996516
esm2_467,0.0004821339862910072
esm2_1953,0.00047922283708189573
esm2_933,0.0004790590050094051
esm2_2504,0.00047875367057748715
esm2_1859,0.00047705592024625674
esm2_2026,0.0004766080417663198
esm2_843,0.00047610179826909263
esm2_823,0.0004742340571608532
esm2_857,0.0004742051274234483
esm2_395,0.0004734671473030353
esm2_295,0.00047313876652033663
esm2_1803,0.00046976856861701694
esm2_1308,0.0004678426099988794
esm2_34,0.00046678573597063464
esm2_274,0.000465493150167313
esm2_168,0.00046329896682917565
esm2_596,0.00046291011723013865
mb_tetrahedral_dev,0.0004626844975479279
esm2_715,0.0004592586859930464
esm2_1787,0.00045917947137475546
esm2_368,0.00045853856031185034
esm2_1998,0.00045747279835616357
esm2_1987,0.00045618824637816494
esm2_1274,0.0004547862739367911
esm2_2515,0.00045393230200133555
esm2_1295,0.00045189811049636466
esm2_453,0.00045186400371018316
esm2_1322,0.0004511245746215349
esm2_1580,0.0004484607408707603
esm2_383,0.00044546764540431827
esm2_1846,0.00044540720459937134
esm2_1065,0.00044477568140146364
esm2_732,0.0004420342863314826
esm2_595,0.00044063745213071114
esm2_1880,0.0004404643588583878
esm2_1576,0.0004401731689123049
esm2_915,0.00044006733597109994
esm2_244,0.00043901494973584254
esm2_2087,0.000438990778610537
esm2_2246,0.0004387912250453337
esm2_673,0.00043787802762212106
esm2_822,0.00043759419990284425
esm2_570,0.0004371993950196792
esm2_998,0.00043712992869754716
esm2_2057,0.0004364749743905777
esm2_1015,0.000435325021208469
esm2_2213,0.00043485857014052804
esm2_1889,0.0004344594467044792
esm2_621,0.00043440185584466543
esm2_2342,0.00043324944166169905
esm2_624,0.0004324717905289199
esm2_1718,0.0004319150549591679
esm2_992,0.0004313620089389984
esm2_2082,0.00043082164605845225
esm2_2432,0.0004304573125059996
esm2_1339,0.0004304431646954737
esm2_1147,0.0004302297551403192
esm2_141,0.00043016080915275154
esm2_2256,0.00042960793511120465
esm2_260,0.000429381374291076
esm2_765,0.00042764492699627475
esm2_152,0.0004258637086002835
esm2_1093,0.0004253713344270173
esm2_1088,0.0004247988791337758
esm2_2116,0.00042331601941173646
esm2_711,0.00042288335312686833
esm2_813,0.0004225588865496678
esm2_1061,0.0004220294145523276
esm2_1862,0.0004218514744317961
esm2_2533,0.00042158913056160264
esm2_1994,0.000421006155535769
esm2_22,0.00042019016888509295
esm2_1808,0.0004187869826902211
esm2_1510,0.0004183943663578855
esm2_603,0.0004175700633620463
esm2_1741,0.0004158647855727978
esm2_2499,0.0004157849744774056
esm2_1856,0.0004153288276113093
esm2_2494,0.0004139345936515986
esm2_75,0.00041391054909684804
esm2_2411,0.0004107732558228294
esm2_1860,0.0004093222760683366
esm2_2098,0.00040658238066368135
esm2_222,0.0004062392152051897
esm2_1048,0.00040617038754912525
esm2_982,0.0004059088815928613
esm2_1574,0.0004057607250338628
esm2_1601,0.00040506501176560203
esm2_1413,0.0004049471911464523
esm2_1912,0.0004048807587169254
esm2_2142,0.0004038617216416955
esm2_937,0.00040259607508326525
esm2_2291,0.00040209159209652153
esm2_1816,0.0004016204329156892
esm2_156,0.0004004408765333077
esm2_450,0.0003997193548557061
esm2_96,0.0003993957413705868
esm2_1983,0.0003992916629242455
esm2_1500,0.00039839806565861825
esm2_978,0.0003980810405540102
esm2_555,0.00039727705072495643
esm2_455,0.0003972699726377429
esm2_1298,0.0003950927569765787
esm2_2355,0.00039507731412572345
esm2_1319,0.00039437196021195213
esm2_1669,0.00039213515756577103
esm2_792,0.00039117118436797737
esm2_65,0.00039053701116685427
esm2_829,0.0003903745005224246
esm2_2151,0.0003887302973318447
esm2_297,0.00038810221179840697
esm2_63,0.0003878685137223593
esm2_1978,0.0003866535423502422
esm2_831,0.0003862414774599141
esm2_19,0.0003852715320843884
esm2_1627,0.00038479971110993907
esm2_1489,0.0003833791022915922
esm2_2429,0.0003827228881157576
esm2_1160,0.0003825803361680861
esm2_1377,0.00038183669357562356
esm2_629,0.0003807201858267633
esm2_1161,0.0003806026542988716
esm2_122,0.0003797716840961755
esm2_1981,0.0003796825197908552
esm2_741,0.00037881977273734397
esm2_2490,0.00037659656595308934
esm2_1003,0.0003759153636852529
esm2_2535,0.00037572871482110365
mb_mean_szns_angle,0.00037519404088721644
esm2_793,0.0003748577824470086
esm2_1717,0.00037345023300807464
esm2_944,0.000372797459488021
esm2_2028,0.00037261259681551365
esm2_1612,0.00037202878360754495
