feature,importance
esm2_872,0.016020466448135418
esm2_60,0.01345367659935316
esm2_31,0.012658038487913165
esm2_513,0.01214296146217627
esm2_1596,0.010510639621206764
esm2_2354,0.009189413223539089
esm2_1507,0.009113053359576165
esm2_413,0.008989993195766125
esm2_1945,0.008895771359672306
esm2_2441,0.007939682849070522
esm2_1301,0.007838737413875106
esm2_530,0.0074966245322208355
esm2_1891,0.007198774442578412
esm2_925,0.007149134979227272
esm2_1851,0.0067942804115047415
esm2_450,0.0066672715662339215
esm2_2554,0.006582234287148382
esm2_2199,0.006520187569347534
esm2_2126,0.006293976852984695
esm2_753,0.0062178049268446205
esm2_2399,0.005927790206717997
esm2_2077,0.005825722957039434
esm2_468,0.0055640673112088155
esm2_1943,0.005472072848850732
esm2_2248,0.005417555936011855
esm2_150,0.005400701063475981
esm2_2282,0.005264917921288325
esm2_755,0.0052265313365075896
esm2_2031,0.005106608740257112
esm2_2496,0.0048638988807919396
esm2_1714,0.004752179422352586
esm2_1919,0.004738478561254295
esm2_912,0.004726543011530143
esm2_424,0.004723250152897964
esm2_1163,0.0047176145045656915
esm2_639,0.0045643354773189
esm2_950,0.004559214478632867
esm2_2371,0.0045276507838830846
esm2_2186,0.004510162901326057
esm2_2276,0.004437667412197596
esm2_1344,0.004323509711409861
esm2_2309,0.004238116278817047
esm2_1650,0.004124423698054585
esm2_2348,0.004081733476024962
esm2_462,0.004080547707863566
esm2_1844,0.00397089638940631
esm2_2512,0.003957534523127322
esm2_320,0.0038032001741866266
esm2_2222,0.003797260588589532
esm2_1096,0.0037759402902201346
esm2_2039,0.003775647255217461
esm2_1107,0.0035872195365866453
esm2_418,0.003547661861339231
esm2_1133,0.0034210338496149656
esm2_1103,0.0033891378542227828
esm2_1174,0.0033841491594807805
esm2_444,0.003347680919286722
esm2_1346,0.0032490248196496547
esm2_1673,0.0031218811952260996
esm2_889,0.0030979473058486305
esm2_1988,0.0030865293575151028
esm2_800,0.0030760432702532157
esm2_1749,0.0030574195970715554
esm2_1108,0.0030216163152087163
esm2_1852,0.00301260847331206
esm2_2142,0.0029418239001451785
esm2_1461,0.0029226234272322535
esm2_2245,0.0028813730628927166
esm2_1407,0.0028711706933055694
esm2_507,0.002840352764802278
esm2_1832,0.0028281362206681454
esm2_289,0.002799890735969945
esm2_1566,0.0027909671288271288
esm2_58,0.00276026090733555
esm2_194,0.002682920504737214
esm2_1902,0.0026422928053427457
esm2_1053,0.00263955860815625
esm2_1026,0.002615444506500128
esm2_1311,0.0025974024778203835
esm2_1588,0.0025955244166424338
esm2_2132,0.0025798233831876307
esm2_133,0.0025785331558854816
esm2_380,0.002570219392706965
esm2_1589,0.0024873832817366823
esm2_1822,0.0024788211380243784
esm2_406,0.00239209763018083
esm2_658,0.002309093823140058
esm2_499,0.0022986056865792652
esm2_2315,0.002293847298213431
esm2_2192,0.002289269285489489
esm2_663,0.002284641466145545
esm2_2255,0.0022680679957985447
esm2_178,0.0022546338081955025
esm2_2203,0.002225019820125439
esm2_210,0.002212436035523071
esm2_652,0.0021831965352679256
esm2_331,0.002179522725647437
esm2_153,0.0021789370182606037
esm2_1617,0.00217429039604315
esm2_1819,0.0021684472092013012
esm2_1374,0.0021453509419886007
esm2_1564,0.0021423130669298678
esm2_2519,0.002125216616545521
esm2_1416,0.00210559092749844
esm2_1031,0.0021027382953827177
esm2_1837,0.002092206206639122
esm2_2361,0.0020719260586647558
esm2_1143,0.0020671595686389483
esm2_394,0.0020164406296251085
esm2_2143,0.002006997746587173
esm2_1925,0.001986035296273361
esm2_83,0.001956437311857616
esm2_419,0.0019423936522755226
esm2_985,0.0019298114628347452
esm2_301,0.0018996091396895694
esm2_167,0.0018800417671570799
esm2_742,0.0018784487991773534
esm2_346,0.0018591500442279156
esm2_1857,0.0018363263998936589
esm2_1801,0.0018141569060702671
